sex,age,ageCat6,ageCat3,maritalStatus,eduLevelW8,eduLevelISCED,employmentStatus,wave,countryCode,numericCountryCode,impFamily,impFriends,impLeisure,impPolitics,impWork,impReligion
2,23,1,1,6,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,23,1,1,6,8,-4,8,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,52,4,3,2,6,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,28,2,1,2,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,28,2,1,2,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,27,2,1,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,57,5,3,1,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,31,2,2,1,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,22,1,1,6,8,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,61,5,3,1,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,40,3,2,1,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,26,2,1,2,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,19,1,1,1,2,-4,6,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,53,4,3,2,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,30,2,2,6,2,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,21,1,1,6,8,-4,6,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,63,5,3,4,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,31,2,2,6,2,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,36,3,2,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,41,3,2,1,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,27,2,1,2,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,35,3,2,1,2,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,23,1,1,6,2,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,45,4,2,2,2,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,23,1,1,6,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,35,3,2,2,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,69,6,3,4,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,30,2,2,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,63,5,3,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,23,1,1,6,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,33,2,2,6,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,55,5,3,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,37,3,2,2,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,45,4,2,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,18,1,1,6,6,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,46,4,2,2,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,26,2,1,6,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,29,2,1,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,22,1,1,6,8,-4,6,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,32,2,2,6,2,-4,8,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,51,4,3,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,25,2,1,2,8,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,53,4,3,5,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,23,1,1,6,6,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,29,2,1,1,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,39,3,2,1,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,62,5,3,5,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,21,1,1,6,8,-4,6,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,36,3,2,6,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,48,4,2,1,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,27,2,1,6,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,40,3,2,6,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,43,3,2,2,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,25,2,1,6,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,34,2,2,1,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,73,6,3,1,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,25,2,1,2,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,39,3,2,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,46,4,2,2,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,18,1,1,6,8,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,29,2,1,6,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,46,4,2,1,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,18,1,1,6,8,-4,6,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,50,4,3,2,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,37,3,2,1,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,20,1,1,2,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,36,3,2,1,6,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,57,5,3,5,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,25,2,1,6,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,40,3,2,2,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,44,3,2,1,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,26,2,1,6,6,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,33,2,2,1,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,49,4,2,1,8,-4,4,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,23,1,1,6,8,-4,6,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,28,2,1,6,8,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,47,4,2,1,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,22,1,1,6,8,-4,6,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,33,2,2,6,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,63,5,3,1,6,-4,4,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,23,1,1,6,8,-4,6,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,28,2,1,2,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,52,4,3,1,8,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,26,2,1,4,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,63,5,3,1,8,-4,4,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,30,2,2,6,8,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,25,2,1,6,8,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,36,3,2,4,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,40,3,2,1,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,60,5,3,5,8,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,23,1,1,6,8,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,37,3,2,4,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,55,5,3,1,8,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,26,2,1,1,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,38,3,2,1,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,67,6,3,1,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,31,2,2,2,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,32,2,2,2,8,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,52,4,3,6,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,18,1,1,6,6,-4,6,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,29,2,1,6,8,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,56,5,3,1,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,18,1,1,6,6,-4,6,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,35,3,2,1,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,32,2,2,6,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,60,5,3,6,8,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,35,3,2,2,2,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,19,1,1,6,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,19,1,1,6,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,28,2,1,6,2,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,50,4,3,6,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,53,4,3,6,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,60,5,3,1,-3,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,64,5,3,1,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,39,3,2,1,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,19,1,1,6,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,27,2,1,2,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,57,5,3,1,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,23,1,1,2,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,60,5,3,1,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,25,2,1,2,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,40,3,2,1,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,40,3,2,1,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,38,3,2,1,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,65,6,3,1,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,59,5,3,1,-3,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,24,1,1,2,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,50,4,3,1,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,35,3,2,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,27,2,1,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,33,2,2,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,39,3,2,1,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,65,6,3,1,-3,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,26,2,1,2,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,19,1,1,6,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,40,3,2,1,-3,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,63,5,3,5,-3,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,37,3,2,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,18,1,1,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,61,5,3,5,-3,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,25,2,1,2,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,64,5,3,5,-3,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,37,3,2,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,26,2,1,6,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,31,2,2,4,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,37,3,2,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,26,2,1,6,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,40,3,2,6,8,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,72,6,3,1,2,-4,4,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,31,2,2,6,6,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,22,1,1,6,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,51,4,3,4,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,40,3,2,1,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,24,1,1,2,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,21,1,1,2,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,36,3,2,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,39,3,2,4,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,18,1,1,6,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,50,4,3,5,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,21,1,1,6,8,-4,6,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,37,3,2,1,6,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,58,5,3,6,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,19,1,1,6,6,-4,6,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,37,3,2,2,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,53,4,3,1,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,31,2,2,1,8,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,41,3,2,6,6,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,60,5,3,1,2,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,38,3,2,2,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,36,3,2,2,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,53,4,3,1,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,19,1,1,6,6,-4,6,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,18,1,1,6,6,-4,6,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,39,3,2,1,6,-4,4,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,32,2,2,6,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,27,2,1,1,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,28,2,1,4,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,35,3,2,2,6,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,18,1,1,6,6,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,32,2,2,6,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,31,2,2,2,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,58,5,3,5,6,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,19,1,1,6,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,53,4,3,1,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,67,6,3,1,2,-4,4,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,29,2,1,2,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,19,1,1,6,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,24,1,1,4,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,36,3,2,2,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,50,4,3,4,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,21,1,1,6,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,36,3,2,1,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,32,2,2,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,61,5,3,1,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,51,4,3,1,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,62,5,3,1,2,-4,4,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,64,5,3,1,8,-4,4,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,58,5,3,1,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,34,2,2,1,2,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,36,3,2,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,19,1,1,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,35,3,2,2,2,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,18,1,1,6,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,27,2,1,1,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,33,2,2,2,2,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,26,2,1,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,30,2,2,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,45,4,2,2,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,52,4,3,1,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,40,3,2,2,2,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,30,2,2,6,6,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,26,2,1,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,58,5,3,2,-3,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,31,2,2,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,26,2,1,6,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,48,4,2,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,43,3,2,6,8,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,42,3,2,2,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,26,2,1,2,2,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,34,2,2,2,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,32,2,2,1,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,22,1,1,6,2,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,28,2,1,2,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,46,4,2,6,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,23,1,1,2,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,23,1,1,6,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,48,4,2,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,40,3,2,4,6,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,35,3,2,1,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,45,4,2,1,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,32,2,2,2,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,49,4,2,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,58,5,3,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,40,3,2,1,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,36,3,2,4,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,26,2,1,6,6,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,45,4,2,6,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,28,2,1,6,6,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,30,2,2,1,6,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,26,2,1,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,39,3,2,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,38,3,2,6,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,21,1,1,6,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,19,1,1,6,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,49,4,2,6,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,20,1,1,2,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,25,2,1,6,6,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,33,2,2,1,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,48,4,2,2,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,41,3,2,2,-3,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,42,3,2,2,-3,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,35,3,2,5,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,23,1,1,2,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,23,1,1,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,63,5,3,5,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,63,5,3,2,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,18,1,1,6,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,23,1,1,6,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,27,2,1,6,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,36,3,2,1,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,46,4,2,1,8,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,58,5,3,2,2,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,36,3,2,6,6,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,39,3,2,2,-3,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,27,2,1,2,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,53,4,3,2,-3,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,33,2,2,4,6,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,24,1,1,1,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,49,4,2,6,6,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,39,3,2,2,2,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,25,2,1,6,2,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,49,4,2,6,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,57,5,3,1,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,40,3,2,4,2,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,23,1,1,1,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,65,6,3,1,6,-4,4,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,23,1,1,6,6,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,68,6,3,5,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,27,2,1,2,6,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,70,6,3,5,2,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,31,2,2,2,8,-4,1,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
1,19,1,1,6,8,-4,6,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,67,6,3,5,-3,-4,3,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,49,4,2,4,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,40,3,2,2,2,-4,2,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,37,3,2,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,32,2,2,2,2,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,21,1,1,2,6,-4,5,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
2,18,1,1,6,6,-4,7,5,COL,170,n/a,n/a,n/a,n/a,n/a,n/a
